generation,evaluations,best_fitness,mean_fitness,timestamp
1,20,2.7767423177319834,0.27486656651728647,2025-09-24T10:28:06
2,40,2.7767423177319834,0.3764457552691985,2025-09-24T10:28:12
3,60,2.7767423177319834,0.21464898387680703,2025-09-24T10:28:19
4,80,2.7767423177319834,0.24571350996766778,2025-09-24T10:28:25
5,100,2.7767423177319834,0.45884541403133666,2025-09-24T10:28:31
6,120,2.7767423177319834,0.32760981003753686,2025-09-24T10:28:37
7,140,2.7767423177319834,0.7867554140118231,2025-09-24T10:28:44
8,160,4.331238121298743,0.5342608762674512,2025-09-24T10:28:50
9,180,4.331238121298743,0.4517837457247212,2025-09-24T10:28:56
10,200,4.331238121298743,0.4154950484599758,2025-09-24T10:29:02
11,220,4.331238121298743,0.40739543989865057,2025-09-24T10:29:09
12,240,4.331238121298743,0.7150230009391947,2025-09-24T10:29:15
13,260,4.972808984034876,0.9975307771000788,2025-09-24T10:29:21
14,280,4.972808984034876,0.63628406436911,2025-09-24T10:29:27
15,300,4.972808984034876,0.571579470977847,2025-09-24T10:29:33
16,320,4.972808984034876,0.8866456048548347,2025-09-24T10:29:39
17,340,4.972808984034876,0.6805388398780436,2025-09-24T10:29:46
18,360,4.972808984034876,1.0104809957226237,2025-09-24T10:29:52
19,380,5.296531756276063,1.4770004436354347,2025-09-24T10:29:58
20,400,5.739072056886017,1.336716909727922,2025-09-24T10:30:04
21,420,5.739072056886017,1.4725004678675557,2025-09-24T10:30:10
22,440,5.739072056886017,0.6435567731936809,2025-09-24T10:30:20
23,460,7.469099991376273,1.2502983099291323,2025-09-24T10:30:26
24,480,7.469099991376273,1.3752544472663122,2025-09-24T10:30:33
25,500,7.469099991376273,1.5593492401106936,2025-09-24T10:30:41
26,520,7.469099991376273,1.920601777929204,2025-09-24T10:30:47
27,540,7.469099991376273,2.3816934399634677,2025-09-24T10:30:54
28,560,7.469099991376273,2.1202651160130364,2025-09-24T10:31:00
29,580,7.469099991376273,1.9163873518808239,2025-09-24T10:31:06
30,600,7.469099991376273,1.4364957268300378,2025-09-24T10:31:14
31,620,7.469099991376273,1.7497967120149245,2025-09-24T10:31:23
32,640,7.469099991376273,1.419055158028474,2025-09-24T10:31:32
33,660,7.469099991376273,2.258928636541266,2025-09-24T10:31:41
34,680,7.469099991376273,1.5092307320399307,2025-09-24T10:31:47
35,700,7.469099991376273,2.6354146853071354,2025-09-24T10:31:54
36,720,7.469099991376273,2.4869258282059317,2025-09-24T10:32:00
37,740,7.469099991376273,2.793709379221624,2025-09-24T10:32:06
38,760,7.469099991376273,3.2971264348405604,2025-09-24T10:32:13
39,780,7.469099991376273,2.7564779538687003,2025-09-24T10:32:19
40,800,8.527682649219829,3.5430103104237096,2025-09-24T10:32:25
